Year 2011
Age,Men,Women
AveMonthlyPrice,FORMAL,958.7540660637654
AveMonthlyPrice,SEMIDETACHED,786.8125614825582
AveMonthlyPrice,MULTIFAMILY,900.6567701755176
AveMonthlyPrice,BACKYARD_INFORMAL,414.97606213565996
AveMonthlyPrice,INFORMAL,442.6870089837848
AveVacancy,FORMAL,0.050388
AveVacancy,SEMIDETACHED,0.056912
AveVacancy,MULTIFAMILY,0.101380
AveVacancy,BACKYARD_INFORMAL,0.022488
AveVacancy,INFORMAL,0.022015
Available land for construction by region
166002,0.340001
164002,817.735001
199041,13499.445003
199014,2920.005001
199013,4124.590001
199026,636.080000
199002,18093.420002
199015,2016.440000
199016,7663.335001
199025,0.020000
199027,102.990000
199028,0.035001
199029,2025.885008
199042,206.310000
199043,0.000000
199019,1952.390000
199017,2355.260001
199018,1009.170001
199020,2013.400001
199024,479.940005
199033,1091.470007
199039,0.170011
199040,0.055000
199050,147.520000
167002,833.195001
199022,890.015001
199021,417.545002
199023,0.130002
199052,57.405000
199051,604.545001
199054,0.015000
199057,0.025000
199035,1509.640003
199034,0.045001
199036,0.030000
199037,0.040000
199045,6788.960001
199038,3227.380009
199046,0.015002
199055,1587.095000
199047,3731.670001
199048,14.455000
199030,0.070003
199031,0.050001
199032,0.030001
199004,716.405001
199003,0.000000
199005,1650.450000
164021,0.000000
167018,1350.079999
167017,0.020000
167019,0.030000
167026,24.435000
167024,0.290000
167020,26.915000
167022,0.010000
167014,79.690000
167011,0.015000
166007,0.000000
166005,231.345000
166008,2635.820001
167006,0.010000
167008,0.000000
167007,0.010000
167009,0.005000
164016,542.795000
164014,112.645000
164017,0.010000
164018,0.000000
199007,212.450000
199053,1821.830000
199056,22.010000
167028,1.275000
199001,0.005000
164020,0.000000
167015,41.780000
167012,0.005000
167001,131.630000
167013,240.595000
167023,0.040000
167025,0.000000
167005,20.560000
167003,0.235000
167027,23.035000
167010,0.060000
167016,0.000000
166010,29.910000
166009,4.250000
166011,0.050000
199011,2.605000
164015,0.000000
199008,277.070000
199006,79.500000
164022,0.015000
199009,189.275000
199010,55.625000
166004,61.990000
Housing costs by income group
Income,rent_250,rent_500,rent_750,rent_1000,rent_1250,rent_1500,rent_1750,rent_2000,rent_2250,rent_2500,averageRent
10000,665077,220360,70672,75981,46615,48638,46752,40828,34046,121914,801
20000,53433,17156,6968,6938,5401,5152,5066,4716,3528,10025,839
30000,3814,1032,522,481,593,467,608,582,569,1787,1157
40000,500,100,52,57,68,63,89,77,97,365,1359
50000,278,42,30,29,24,33,33,47,48,264,1633
60000,93,16,11,7,9,7,12,15,17,102,1703
70000,226,40,19,19,11,29,20,25,33,206,1583
80000,506,82,41,51,39,50,41,50,72,491,1631
90000,201,32,18,21,18,22,13,22,37,197,1625
100000,221,34,22,19,18,20,24,26,43,224,1739
jobByRegion,Empl,total
166002,6910,6910
164002,482,482
199041,200234,200234
199014,48821,48821
199013,53859,53859
199026,25858,25858
199002,7969,7969
199015,51342,51342
199016,53719,53719
199025,14354,14354
199027,0,0
199028,16866,16866
199029,72996,72996
199042,8666,8666
199043,7049,7049
199019,27876,27876
199017,29164,29164
199018,65118,65118
199020,23992,23992
199024,23727,23727
199033,67171,67171
199039,110887,110887
199040,31221,31221
199050,17031,17031
167002,6872,6872
199022,21243,21243
199021,21204,21204
199023,45050,45050
199052,5130,5130
199051,15252,15252
199054,6326,6326
199057,7,7
199035,35764,35764
199034,16733,16733
199036,16527,16527
199037,12426,12426
199045,24118,24118
199038,126001,126001
199046,22900,22900
199055,7911,7911
199047,22789,22789
199048,127,127
199030,30906,30906
199031,15209,15209
199032,8806,8806
199004,23177,23177
199003,592,592
199005,577,577
164021,537,537
167018,4972,4972
167017,3118,3118
167019,435,435
167026,1274,1274
167024,542,542
167020,85,85
167022,588,588
167014,482,482
167011,5143,5143
166007,8259,8259
166005,19711,19711
166008,37805,37805
167006,745,745
167008,898,898
167007,6010,6010
167009,639,639
164016,3511,3511
164014,86,86
164017,4828,4828
164018,1462,1462
199007,5337,5337
199053,2798,2798
199056,425,425
167028,218,218
199001,2930,2930
164020,43,43
167015,363,363
167012,6446,6446
167001,1497,1497
167013,0,0
167023,36,36
167025,93,93
167005,26,26
167003,175,175
167027,31,31
167010,1489,1489
167016,526,526
166010,209,209
166009,162,162
166011,289,289
199011,3163,3163
164015,4458,4458
199008,303,303
199006,166,166
164022,502,502
199009,151,151
199010,22,22
166004,2,2
Count of simulated events
MigrationEvent,3859
BirthEvent,33504
EducationEvent,39595
DivorceEvent,10502
EmploymentEvent,60947
MarriageEvent,30496
BirthDayEvent,4333408
RenovationEvent,1552968
MoveEvent,204800
LeaveParentsEvent,19628
LicenseEvent,70652
DeathEvent,24538
DemolitionEvent,1172
ConstructionEvent,34446
Year 2026
Age,Men,Women
0,16743,15753
1,17389,16268
2,17546,16708
3,17951,17052
4,18644,17706
5,19089,18186
6,19617,18469
7,20268,19141
8,20815,19812
9,20922,19912
10,21145,20228
11,21349,20271
12,21429,20072
13,20922,19935
14,20909,19788
15,20786,19446
16,31862,29875
17,48378,34718
18,34229,32633
19,36678,35665
20,31340,23741
21,30329,33297
22,37414,30601
23,27405,36413
24,30334,32917
25,26628,31111
26,28042,26021
27,30717,37683
28,33699,27701
29,31934,29203
30,28582,29689
31,30000,34430
32,28421,27859
33,33482,30234
34,30763,33583
35,40961,27474
36,33473,43341
37,35762,36453
38,36927,56077
39,37825,42467
40,34543,38792
41,41428,38444
42,45208,41754
43,62836,38501
44,43828,43520
45,33734,36618
46,36672,37166
47,39954,32542
48,32496,35545
49,34142,33133
50,34830,32590
51,31674,40545
52,36105,27820
53,30542,33815
54,30800,27593
55,27672,35756
56,27921,29296
57,27704,34751
58,21556,25236
59,27287,25508
60,22532,22691
61,20706,35158
62,21340,22708
63,22041,24206
64,20477,22564
65,18372,35914
66,16776,20988
67,25176,22616
68,17174,16810
69,16668,17279
70,12934,19899
71,10880,15449
72,12590,18851
73,12116,14366
74,10929,15432
75,8322,16160
76,6041,10253
77,10720,12025
78,11058,7360
79,11115,5847
80,5225,5803
81,3940,5973
82,2689,9207
83,2815,8378
84,2910,6157
85,2301,6305
86,1971,4944
87,1542,4259
88,1055,2574
89,868,5801
90,907,2483
91,587,1842
92,595,1436
93,368,1256
94,295,909
95,214,768
96,107,580
97,100,249
98,69,180
99,29,136
100,35,120
hhByType,hh
SIZE_1_INC_LOW,419564
SIZE_2_INC_LOW,363722
SIZE_3_INC_LOW,275849
SIZE_4_INC_LOW,459683
SIZE_1_INC_MEDIUM,476
SIZE_2_INC_MEDIUM,1581
SIZE_3_INC_MEDIUM,1695
SIZE_4_INC_MEDIUM,7959
SIZE_1_INC_HIGH,124
SIZE_2_INC_HIGH,383
SIZE_3_INC_HIGH,229
SIZE_4_INC_HIGH,373
SIZE_1_INC_VERY_HIGH,336
SIZE_2_INC_VERY_HIGH,932
SIZE_3_INC_VERY_HIGH,834
SIZE_4_INC_VERY_HIGH,1057
hhBySize,420500,366618,278607,229786,111398,56611,30910,18233,11104,11030
AveHHSize,2.857071000269091
AveHHInc,3964.962088797411,MedianHHInc,2592.0
laborParticipationRateByAge,male,female
<18,0.000187,0.000314
18-29,0.135998,0.134512
30-49,0.535100,0.532769
50-64,0.586579,0.597898
>=65,0.189862,0.134930
aveCommuteDistByRegion,minutes
166002,47.6742
164002,43.72492
199041,26.008978
199014,29.196867
199013,33.399876
199026,28.427752
199002,41.45217
199015,30.728857
199016,31.525148
199025,28.442202
199027,NaN
199028,23.396511
199029,23.994135
199042,30.267513
199043,26.422495
199019,34.30973
199017,34.7907
199018,35.559002
199020,33.387108
199024,26.281622
199033,23.896433
199039,24.946352
199040,26.343346
199050,29.395473
167002,40.020622
199022,33.245457
199021,29.3502
199023,24.142183
199052,34.93189
199051,34.059723
199054,38.723682
199057,47.223816
199035,32.136124
199034,25.9792
199036,29.862335
199037,30.07664
199045,38.772717
199038,25.552267
199046,36.415394
199055,41.973484
199047,39.04165
199048,37.694057
199030,23.245821
199031,22.14693
199032,23.004892
199004,48.820923
199003,49.54991
199005,40.98704
164021,39.57866
167018,40.83808
167017,47.188812
167019,37.552917
167026,35.672955
167024,35.415943
167020,36.99648
167022,36.250072
167014,41.380054
167011,37.45007
166007,46.952324
166005,48.815395
166008,48.478127
167006,46.06992
167008,46.55279
167007,51.60629
167009,48.34885
164016,43.57449
164014,42.750565
164017,45.56296
164018,42.65161
199007,38.31354
199053,38.537327
199056,42.246315
167028,34.55899
199001,48.710938
164020,42.281944
167015,36.816742
167012,36.781208
167001,38.063198
167013,NaN
167023,34.996292
167025,36.826984
167005,36.088425
167003,38.929325
167027,30.66302
167010,36.50916
167016,47.755325
166010,46.93122
166009,43.543007
166011,48.34983
199011,38.511787
164015,45.766186
199008,42.614914
199006,36.485615
164022,44.606724
199009,33.946648
199010,33.34543
166004,47.525406
carOwnershipLevel,households
0cars,1037555
1car,497242
2cars,0
3+cars,0
QualityLevel,Dwellings
1,112936
2,111530
3,145611
4,814758
CountOfDD,FORMAL,890065
CountOfDD,SEMIDETACHED,144414
CountOfDD,MULTIFAMILY,188418
CountOfDD,BACKYARD_INFORMAL,146447
CountOfDD,INFORMAL,249720
AveMonthlyPrice,FORMAL,961.5944302355289
AveMonthlyPrice,SEMIDETACHED,806.621249788266
AveMonthlyPrice,MULTIFAMILY,930.5826907014994
AveMonthlyPrice,BACKYARD_INFORMAL,437.64240298214537
AveMonthlyPrice,INFORMAL,460.5123036691517
AveVacancy,FORMAL,0.051793
AveVacancy,SEMIDETACHED,0.061147
AveVacancy,MULTIFAMILY,0.100341
AveVacancy,BACKYARD_INFORMAL,0.023402
AveVacancy,INFORMAL,0.022637
Available land for construction by region
166002,0.025001
164002,794.855001
199041,13165.830003
199014,2815.390001
199013,3999.555001
199026,498.630000
199002,17861.230002
199015,1832.115000
199016,7459.565001
199025,0.020000
199027,100.400000
199028,0.035001
199029,1684.710008
199042,175.660000
199043,0.000000
199019,1843.695000
199017,2276.345001
199018,754.885002
199020,1948.880001
199024,349.590005
199033,830.440007
199039,0.170011
199040,0.055000
199050,93.110001
167002,800.610001
199022,786.305002
199021,264.255002
199023,0.130002
199052,39.000000
199051,532.250001
199054,0.015000
199057,0.025000
199035,1368.125003
199034,0.045001
199036,0.030000
199037,0.040000
199045,6627.690001
199038,2856.235010
199046,0.015002
199055,1527.370000
199047,3620.105001
199048,12.065000
199030,0.070003
199031,0.050001
199032,0.030001
199004,671.450001
199003,0.000000
199005,1604.080000
164021,0.000000
167018,1284.434999
167017,0.020000
167019,0.030000
167026,17.400000
167024,0.290000
167020,26.165000
167022,0.010000
167014,69.740000
167011,0.015000
166007,0.000000
166005,192.065000
166008,2577.590001
167006,0.010000
167008,0.000000
167007,0.010000
167009,0.005000
164016,522.790000
164014,108.150000
164017,0.010000
164018,0.000000
199007,209.360000
199053,1787.330000
199056,17.180000
167028,0.000000
199001,0.005000
164020,0.000000
167015,39.260000
167012,0.005000
167001,113.235000
167013,237.310000
167023,0.040000
167025,0.000000
167005,19.010000
167003,0.235000
167027,21.775000
167010,0.060000
167016,0.000000
166010,28.500000
166009,2.750000
166011,0.050000
199011,0.005000
164015,0.000000
199008,261.865000
199006,75.655000
164022,0.005000
199009,180.915000
199010,53.930000
166004,59.005000
Housing costs by income group
Income,rent_250,rent_500,rent_750,rent_1000,rent_1250,rent_1500,rent_1750,rent_2000,rent_2250,rent_2500,averageRent
10000,687444,223822,69035,77826,49204,40327,44665,49299,33121,125235,815
20000,54850,17520,6785,7081,5456,4144,4856,5205,3150,9793,835
30000,3962,1004,507,554,504,459,521,597,494,1648,1115
40000,501,87,56,67,55,81,74,87,92,361,1372
50000,270,40,31,36,31,21,29,45,52,247,1546
60000,98,20,10,8,9,14,12,15,23,98,1641
70000,222,39,19,26,17,24,24,37,34,205,1601
80000,514,63,35,52,41,44,35,50,76,446,1630
90000,199,30,16,16,25,17,11,23,26,181,1609
100000,208,32,18,19,17,20,22,28,40,208,1735
jobByRegion,Empl,total
166002,6945,6945
164002,484,484
199041,201249,201249
199014,49062,49062
199013,54130,54130
199026,25987,25987
199002,8009,8009
199015,51608,51608
199016,53994,53994
199025,14426,14426
199027,0,0
199028,16949,16949
199029,73359,73359
199042,8709,8709
199043,7084,7084
199019,28016,28016
199017,29312,29312
199018,65444,65444
199020,24112,24112
199024,23845,23845
199033,67507,67507
199039,111441,111441
199040,31373,31373
199050,17119,17119
167002,6905,6905
199022,21348,21348
199021,21306,21306
199023,45276,45276
199052,5152,5152
199051,15327,15327
199054,6356,6356
199057,7,7
199035,35943,35943
199034,16814,16814
199036,16613,16613
199037,12489,12489
199045,24242,24242
199038,126629,126629
199046,23014,23014
199055,7950,7950
199047,22901,22901
199048,127,127
199030,31058,31058
199031,15284,15284
199032,8848,8848
199004,23292,23292
199003,595,595
199005,580,580
164021,539,539
167018,4995,4995
167017,3133,3133
167019,437,437
167026,1281,1281
167024,545,545
167020,86,86
167022,591,591
167014,485,485
167011,5170,5170
166007,8300,8300
166005,19810,19810
166008,37999,37999
167006,748,748
167008,903,903
167007,6039,6039
167009,642,642
164016,3527,3527
164014,87,87
164017,4853,4853
164018,1469,1469
199007,5364,5364
199053,2811,2811
199056,428,428
167028,219,219
199001,2945,2945
164020,44,44
167015,366,366
167012,6478,6478
167001,1505,1505
167013,0,0
167023,36,36
167025,93,93
167005,26,26
167003,176,176
167027,31,31
167010,1496,1496
167016,529,529
166010,210,210
166009,163,163
166011,290,290
199011,3178,3178
164015,4481,4481
199008,304,304
199006,167,167
164022,505,505
199009,152,152
199010,22,22
166004,2,2
Count of simulated events
MigrationEvent,4417
BirthEvent,32401
EducationEvent,333
DivorceEvent,10572
EmploymentEvent,66230
MarriageEvent,30763
BirthDayEvent,4353146
RenovationEvent,1586287
MoveEvent,208296
LeaveParentsEvent,19438
LicenseEvent,74892
DeathEvent,25581
DemolitionEvent,1150
ConstructionEvent,33354
Year 2027
Age,Men,Women
0,16408,15652
1,16788,15766
2,17440,16319
3,17593,16762
4,18016,17114
5,18710,17764
6,19165,18248
7,19687,18525
8,20332,19217
9,20891,19880
10,20998,19977
11,21215,20304
12,21427,20330
13,21505,20127
14,20984,20013
15,20980,19838
16,20887,19545
17,32013,29987
18,48480,34843
19,34339,32737
20,36774,35745
21,31425,23850
22,30444,33402
23,37479,30713
24,27501,36518
25,30422,33008
26,26702,31214
27,28130,26116
28,30823,37783
29,33797,27778
30,32039,29300
31,28669,29817
32,30094,34528
33,28515,27954
34,33567,30336
35,30897,33654
36,41037,27595
37,33552,43457
38,35857,36627
39,37035,56200
40,37896,42572
41,34662,38902
42,41531,38567
43,45333,41857
44,62879,38592
45,43864,43599
46,33816,36712
47,36703,37208
48,39940,32613
49,32516,35604
50,34126,33179
51,34829,32659
52,31653,40540
53,36013,27839
54,30450,33789
55,30711,27607
56,27585,35750
57,27783,29283
58,27520,34675
59,21462,25214
60,27066,25474
61,22364,22699
62,20552,35037
63,21166,22664
64,21810,24082
65,20235,22493
66,18153,35727
67,16595,20874
68,24822,22432
69,16919,16689
70,16309,17157
71,12647,19689
72,10601,15271
73,12282,18636
74,11802,14135
75,10573,15204
76,8049,15866
77,5845,10071
78,10276,11726
79,10544,7151
80,10493,5647
81,4910,5573
82,3649,5727
83,2465,8690
84,2551,7881
85,2625,5724
86,2061,5771
87,1718,4430
88,1302,3806
89,899,2291
90,723,4987
91,736,2099
92,461,1507
93,477,1145
94,255,977
95,220,692
96,141,575
97,77,407
98,64,176
99,39,127
100,45,139
hhByType,hh
SIZE_1_INC_LOW,433830
SIZE_2_INC_LOW,376049
SIZE_3_INC_LOW,281929
SIZE_4_INC_LOW,456356
SIZE_1_INC_MEDIUM,458
SIZE_2_INC_MEDIUM,1520
SIZE_3_INC_MEDIUM,1631
SIZE_4_INC_MEDIUM,7826
SIZE_1_INC_HIGH,130
SIZE_2_INC_HIGH,394
SIZE_3_INC_HIGH,244
SIZE_4_INC_HIGH,393
SIZE_1_INC_VERY_HIGH,332
SIZE_2_INC_VERY_HIGH,904
SIZE_3_INC_VERY_HIGH,783
SIZE_4_INC_VERY_HIGH,992
hhBySize,434750,378867,284587,231236,111450,55961,29785,17237,10389,9509
AveHHSize,2.8170122095882326
AveHHInc,3924.210126674558,MedianHHInc,2518.0
laborParticipationRateByAge,male,female
<18,0.000151,0.000284
18-29,0.127020,0.131785
30-49,0.530517,0.528519
50-64,0.585887,0.597530
>=65,0.188025,0.129430
aveCommuteDistByRegion,minutes
166002,47.70876
164002,43.718754
199041,26.197617
199014,29.286665
199013,33.54217
199026,28.393143
199002,41.476513
199015,30.757866
199016,31.675562
199025,28.393349
199027,NaN
199028,23.577156
199029,24.033003
199042,30.178778
199043,26.559475
199019,34.319904
199017,34.850586
199018,35.579197
199020,33.447884
199024,26.342241
199033,24.010118
199039,24.977022
199040,26.386219
199050,29.397655
167002,40.04012
199022,33.257744
199021,29.438805
199023,24.177963
199052,34.958984
199051,34.109695
199054,38.98561
199057,46.08678
199035,32.143276
199034,26.08435
199036,29.855633
199037,30.090443
199045,38.788197
199038,25.639105
199046,36.50222
199055,41.99251
199047,38.916767
199048,37.893665
199030,23.259304
199031,22.330082
199032,23.049528
199004,48.987106
199003,50.5808
199005,40.84934
164021,39.447273
167018,40.689262
167017,47.227375
167019,37.844852
167026,35.933052
167024,35.74401
167020,36.474472
167022,35.890312
167014,41.605957
167011,37.603626
166007,47.31992
166005,49.03952
166008,48.693916
167006,46.57783
167008,46.219242
167007,51.662117
167009,48.529453
164016,43.663776
164014,42.66303
164017,45.533775
164018,43.1215
199007,38.500412
199053,39.07078
199056,41.434265
167028,34.75185
199001,48.422806
164020,42.446953
167015,36.749237
167012,36.59687
167001,37.905865
167013,NaN
167023,34.725525
167025,37.837376
167005,36.10648
167003,37.76875
167027,31.175745
167010,36.50388
167016,48.218258
166010,47.480476
166009,45.710064
166011,51.18943
199011,38.561283
164015,45.923115
199008,42.629055
199006,36.683475
164022,44.191216
199009,33.565342
199010,32.69897
166004,48.469463
carOwnershipLevel,households
0cars,1069593
1car,494178
2cars,0
3+cars,0
QualityLevel,Dwellings
1,115967
2,113013
3,147118
4,808737
CountOfDD,FORMAL,900649
CountOfDD,SEMIDETACHED,147949
CountOfDD,MULTIFAMILY,194435
CountOfDD,BACKYARD_INFORMAL,151598
CountOfDD,INFORMAL,256462
AveMonthlyPrice,FORMAL,961.5579980618422
AveMonthlyPrice,SEMIDETACHED,823.1793718596383
AveMonthlyPrice,MULTIFAMILY,959.4045774906137
AveMonthlyPrice,BACKYARD_INFORMAL,462.0297427120403
AveMonthlyPrice,INFORMAL,479.4072655146784
AveVacancy,FORMAL,0.052528
AveVacancy,SEMIDETACHED,0.062508
AveVacancy,MULTIFAMILY,0.099348
AveVacancy,BACKYARD_INFORMAL,0.026009
AveVacancy,INFORMAL,0.023863
Available land for construction by region
166002,0.005001
164002,740.490001
199041,12838.725004
199014,2709.615001
199013,3884.330001
199026,382.035000
199002,17635.925002
199015,1590.115001
199016,7248.380002
199025,0.020000
199027,95.410000
199028,0.035001
199029,1372.810009
199042,145.760000
199043,0.000000
199019,1747.570001
199017,2183.740001
199018,671.120002
199020,1850.440001
199024,191.160005
199033,625.655008
199039,0.170011
199040,0.055000
199050,38.645001
167002,746.650001
199022,654.205002
199021,124.205002
199023,0.130002
199052,18.565000
199051,491.485001
199054,0.015000
199057,0.025000
199035,1244.225003
199034,0.045001
199036,0.030000
199037,0.040000
199045,6466.165002
199038,2461.100011
199046,0.015002
199055,1465.020001
199047,3513.775001
199048,6.480000
199030,0.070003
199031,0.050001
199032,0.030001
199004,621.770001
199003,0.000000
199005,1560.425000
164021,0.000000
167018,1215.124999
167017,0.020000
167019,0.030000
167026,10.255000
167024,0.290000
167020,25.150000
167022,0.010000
167014,60.340000
167011,0.015000
166007,0.000000
166005,150.330000
166008,2507.425001
167006,0.010000
167008,0.000000
167007,0.010000
167009,0.005000
164016,494.010000
164014,104.245000
164017,0.010000
164018,0.000000
199007,204.780000
199053,1749.435000
199056,13.080000
167028,0.000000
199001,0.005000
164020,0.000000
167015,37.660000
167012,0.005000
167001,94.240000
167013,235.375000
167023,0.040000
167025,0.000000
167005,17.540000
167003,0.235000
167027,20.280000
167010,0.060000
167016,0.000000
166010,25.890000
166009,2.500000
166011,0.050000
199011,0.005000
164015,0.000000
199008,246.850000
199006,71.180000
164022,0.005000
199009,172.825000
199010,52.475000
166004,55.410000
Housing costs by income group
Income,rent_250,rent_500,rent_750,rent_1000,rent_1250,rent_1500,rent_1750,rent_2000,rent_2250,rent_2500,averageRent
10000,703782,176862,127252,65217,60097,38453,43944,46311,38996,127094,824
20000,56275,14662,10355,6241,6036,3790,4449,4868,3678,9802,837
30000,3974,909,655,496,524,436,479,515,509,1484,1084
40000,517,69,64,67,61,71,70,97,93,345,1332
50000,313,45,42,29,27,21,33,47,44,245,1499
60000,100,16,14,9,9,11,8,14,21,113,1853
70000,227,30,24,20,23,23,26,31,42,195,1724
80000,487,64,50,39,51,45,35,52,81,397,1574
90000,179,23,22,14,27,15,16,28,26,160,1603
100000,189,31,24,14,21,11,25,23,36,185,1713
jobByRegion,Empl,total
166002,6978,6978
164002,486,486
199041,202255,202255
199014,49306,49306
199013,54398,54398
199026,26114,26114
199002,8033,8033
199015,51858,51858
199016,54261,54261
199025,14499,14499
199027,0,0
199028,17034,17034
199029,73727,73727
199042,8754,8754
199043,7120,7120
199019,28155,28155
199017,29459,29459
199018,65771,65771
199020,24232,24232
199024,23966,23966
199033,67843,67843
199039,111998,111998
199040,31532,31532
199050,17205,17205
167002,6934,6934
199022,21453,21453
199021,21413,21413
199023,45502,45502
199052,5179,5179
199051,15404,15404
199054,6389,6389
199057,7,7
199035,36121,36121
199034,16898,16898
199036,16696,16696
199037,12553,12553
199045,24366,24366
199038,127271,127271
199046,23128,23128
199055,7991,7991
199047,23017,23017
199048,128,128
199030,31217,31217
199031,15366,15366
199032,8893,8893
199004,23410,23410
199003,598,598
199005,582,582
164021,542,542
167018,5018,5018
167017,3149,3149
167019,439,439
167026,1287,1287
167024,547,547
167020,86,86
167022,594,594
167014,486,486
167011,5197,5197
166007,8341,8341
166005,19908,19908
166008,38185,38185
167006,752,752
167008,907,907
167007,6069,6069
167009,645,645
164016,3547,3547
164014,87,87
164017,4877,4877
164018,1477,1477
199007,5390,5390
199053,2825,2825
199056,430,430
167028,220,220
199001,2960,2960
164020,44,44
167015,367,367
167012,6511,6511
167001,1512,1512
167013,0,0
167023,36,36
167025,94,94
167005,27,27
167003,177,177
167027,31,31
167010,1504,1504
167016,531,531
166010,211,211
166009,164,164
166011,292,292
199011,3194,3194
164015,4504,4504
199008,306,306
199006,167,167
164022,507,507
199009,152,152
199010,22,22
166004,2,2
Count of simulated events
MigrationEvent,5311
BirthEvent,31953
EducationEvent,3
DivorceEvent,10583
EmploymentEvent,65091
MarriageEvent,31310
BirthDayEvent,4372206
RenovationEvent,1618465
MoveEvent,212078
LeaveParentsEvent,19157
LicenseEvent,78596
DeathEvent,26902
DemolitionEvent,1245
ConstructionEvent,33274
Year 2028
Age,Men,Women
0,16296,15564
1,16448,15725
2,16856,15837
3,17519,16396
4,17671,16826
5,18079,17188
6,18771,17840
7,19244,18312
8,19764,18596
9,20395,19290
10,20967,19948
11,21077,20056
12,21288,20376
13,21508,20401
14,21580,20200
15,21063,20078
16,21051,19910
17,20997,19664
18,32178,30129
19,48588,34950
20,34461,32855
21,36900,35852
22,31520,23993
23,30569,33511
24,37562,30844
25,27603,36622
26,30512,33134
27,26801,31298
28,28230,26257
29,30945,37885
30,33909,27892
31,32137,29406
32,28764,29950
33,30183,34648
34,28616,28041
35,33669,30462
36,31041,33742
37,41139,27749
38,33666,43586
39,35968,36837
40,37141,56327
41,37965,42701
42,34787,39031
43,41647,38697
44,45515,41967
45,62943,38705
46,43874,43698
47,33853,36774
48,36736,37263
49,39925,32705
50,32542,35671
51,34162,33240
52,34802,32729
53,31643,40543
54,35936,27884
55,30372,33772
56,30592,27637
57,27501,35737
58,27670,29290
59,27329,34628
60,21358,25201
61,26861,25440
62,22143,22700
63,20388,34900
64,20938,22593
65,21578,23965
66,20000,22458
67,17885,35479
68,16371,20749
69,24409,22238
70,16598,16546
71,16000,17018
72,12376,19488
73,10361,15115
74,11927,18416
75,11430,13914
76,10224,14952
77,7745,15543
78,5627,9827
79,9785,11433
80,9970,6925
81,9850,5425
82,4543,5339
83,3359,5414
84,2238,8194
85,2311,7347
86,2324,5185
87,1818,5211
88,1485,3981
89,1119,3367
90,765,1990
91,593,4223
92,578,1743
93,359,1231
94,364,889
95,182,752
96,157,523
97,93,418
98,57,290
99,40,121
100,47,153
hhByType,hh
SIZE_1_INC_LOW,447191
SIZE_2_INC_LOW,389117
SIZE_3_INC_LOW,288505
SIZE_4_INC_LOW,452623
SIZE_1_INC_MEDIUM,452
SIZE_2_INC_MEDIUM,1494
SIZE_3_INC_MEDIUM,1631
SIZE_4_INC_MEDIUM,7831
SIZE_1_INC_HIGH,138
SIZE_2_INC_HIGH,397
SIZE_3_INC_HIGH,238
SIZE_4_INC_HIGH,387
SIZE_1_INC_VERY_HIGH,331
SIZE_2_INC_VERY_HIGH,892
SIZE_3_INC_VERY_HIGH,765
SIZE_4_INC_VERY_HIGH,905
hhBySize,448112,391900,291139,232841,111182,55131,28660,16268,9491,8173
AveHHSize,2.7787553118626
AveHHInc,3889.1649208957015,MedianHHInc,2445.0
laborParticipationRateByAge,male,female
<18,0.000145,0.000181
18-29,0.126565,0.135252
30-49,0.525890,0.525738
50-64,0.585668,0.597885
>=65,0.183110,0.116743
aveCommuteDistByRegion,minutes
166002,47.86382
164002,43.793552
199041,26.400171
199014,29.363512
199013,33.706978
199026,28.423273
199002,41.29899
199015,30.798096
199016,31.679821
199025,28.352547
199027,NaN
199028,23.674149
199029,24.057156
199042,30.076437
199043,26.844528
199019,34.336884
199017,34.870586
199018,35.678787
199020,33.433266
199024,26.325817
199033,24.12053
199039,25.05475
199040,26.46368
199050,29.47821
167002,39.970787
199022,33.29904
199021,29.408695
199023,24.128193
199052,34.995857
199051,34.269676
199054,38.87394
199057,44.203
199035,32.18191
199034,26.104216
199036,29.685902
199037,30.157778
199045,38.855503
199038,25.739647
199046,36.678085
199055,41.93468
199047,39.040535
199048,38.414833
199030,23.370844
199031,22.36949
199032,23.03099
199004,49.167763
199003,50.312626
199005,40.454006
164021,38.5132
167018,40.49671
167017,47.44064
167019,36.72965
167026,35.952496
167024,35.515446
167020,37.0123
167022,35.841793
167014,41.353104
167011,37.764324
166007,47.620583
166005,49.290695
166008,48.896313
167006,46.542294
167008,46.374958
167007,51.656178
167009,48.581837
164016,43.74732
164014,43.283825
164017,45.5969
164018,43.327564
199007,38.565857
199053,38.853474
199056,41.82064
167028,34.246086
199001,49.171467
164020,42.042793
167015,36.53763
167012,36.718266
167001,38.250473
167013,NaN
167023,34.07057
167025,35.732426
167005,36.23044
167003,38.63562
167027,30.580257
167010,36.86455
167016,47.210007
166010,46.298462
166009,46.127705
166011,50.524136
199011,38.317585
164015,46.351883
199008,42.557415
199006,37.251835
164022,44.660957
199009,33.563244
199010,33.76047
166004,50.79356
carOwnershipLevel,households
0cars,1101661
1car,491236
2cars,0
3+cars,0
QualityLevel,Dwellings
1,118949
2,114468
3,148839
4,802579
CountOfDD,FORMAL,910876
CountOfDD,SEMIDETACHED,151147
CountOfDD,MULTIFAMILY,200530
CountOfDD,BACKYARD_INFORMAL,157007
CountOfDD,INFORMAL,263330
AveMonthlyPrice,FORMAL,962.4292114114224
AveMonthlyPrice,SEMIDETACHED,839.3872276782392
AveMonthlyPrice,MULTIFAMILY,996.075211391209
